,Country,Year,Pollutant,Variable,Value
2166,Germany,2001,Carbon dioxide,Total  emissions excluding LULUCF,916366.135
2167,Germany,2002,Carbon dioxide,Total  emissions excluding LULUCF,899821.053
2168,Germany,2003,Carbon dioxide,Total  emissions excluding LULUCF,900866.405
2169,Germany,2004,Carbon dioxide,Total  emissions excluding LULUCF,886965.974
2170,Germany,2005,Carbon dioxide,Total  emissions excluding LULUCF,866388.5490000001
2171,Germany,2006,Carbon dioxide,Total  emissions excluding LULUCF,877997.391
2172,Germany,2007,Carbon dioxide,Total  emissions excluding LULUCF,851383.305
2173,Germany,2008,Carbon dioxide,Total  emissions excluding LULUCF,854706.334
2174,Germany,2009,Carbon dioxide,Total  emissions excluding LULUCF,790195.7170000001
2175,Germany,2010,Carbon dioxide,Total  emissions excluding LULUCF,832669.735
2176,Germany,2011,Carbon dioxide,Total  emissions excluding LULUCF,809426.95
2177,Germany,2012,Carbon dioxide,Total  emissions excluding LULUCF,813893.1209999999
2178,Germany,2013,Carbon dioxide,Total  emissions excluding LULUCF,831316.2790000001
2179,Germany,2014,Carbon dioxide,Total  emissions excluding LULUCF,792684.8740000001
2180,Germany,2015,Carbon dioxide,Total  emissions excluding LULUCF,795816.359
2181,Germany,2016,Carbon dioxide,Total  emissions excluding LULUCF,800510.288
2182,Germany,2017,Carbon dioxide,Total  emissions excluding LULUCF,786654.551
2183,Germany,2018,Carbon dioxide,Total  emissions excluding LULUCF,755362.3420000001
2184,Germany,1990,Methane,Total  emissions excluding LULUCF,121192.505
2185,Germany,1991,Methane,Total  emissions excluding LULUCF,115019.177
2186,Germany,1992,Methane,Total  emissions excluding LULUCF,111435.381
2187,Germany,1993,Methane,Total  emissions excluding LULUCF,112044.54699999999
2188,Germany,1994,Methane,Total  emissions excluding LULUCF,108086.087
2189,Germany,1995,Methane,Total  emissions excluding LULUCF,105613.34599999999
2190,Germany,1996,Methane,Total  emissions excluding LULUCF,103245.92199999999
2191,Germany,1997,Methane,Total  emissions excluding LULUCF,98735.20599999999
2192,Germany,1998,Methane,Total  emissions excluding LULUCF,93625.79800000001
2193,Germany,1999,Methane,Total  emissions excluding LULUCF,92729.808
2194,Germany,2000,Methane,Total  emissions excluding LULUCF,88605.55099999999
2195,Germany,2001,Methane,Total  emissions excluding LULUCF,85044.772
2196,Germany,2002,Methane,Total  emissions excluding LULUCF,80969.34700000001
2197,Germany,2003,Methane,Total  emissions excluding LULUCF,77513.785
2198,Germany,2004,Methane,Total  emissions excluding LULUCF,72528.79
2199,Germany,2005,Methane,Total  emissions excluding LULUCF,69368.137
2200,Germany,2006,Methane,Total  emissions excluding LULUCF,65595.352
2201,Germany,2007,Methane,Total  emissions excluding LULUCF,63569.232
2202,Germany,2008,Methane,Total  emissions excluding LULUCF,62652.957
2203,Germany,2009,Methane,Total  emissions excluding LULUCF,60184.94
2204,Germany,2010,Methane,Total  emissions excluding LULUCF,59181.2
2205,Germany,2011,Methane,Total  emissions excluding LULUCF,58067.168
2206,Germany,2012,Methane,Total  emissions excluding LULUCF,58804.785
2207,Germany,2013,Methane,Total  emissions excluding LULUCF,58219.386
2208,Germany,2014,Methane,Total  emissions excluding LULUCF,56991.084
2209,Germany,2015,Methane,Total  emissions excluding LULUCF,56767.559
2210,Germany,2016,Methane,Total  emissions excluding LULUCF,55506.917
2211,Germany,2017,Methane,Total  emissions excluding LULUCF,54738.293
2212,Germany,2018,Methane,Total  emissions excluding LULUCF,52641.892
2213,Germany,1990,Nitrous oxide,Total  emissions excluding LULUCF,62522.845
2214,Germany,1991,Nitrous oxide,Total  emissions excluding LULUCF,60357.532999999996
2215,Germany,1992,Nitrous oxide,Total  emissions excluding LULUCF,61607.755999999994
2216,Germany,1993,Nitrous oxide,Total  emissions excluding LULUCF,58959.567
2217,Germany,1994,Nitrous oxide,Total  emissions excluding LULUCF,60066.057
2218,Germany,1995,Nitrous oxide,Total  emissions excluding LULUCF,59500.65900000001
2219,Germany,1996,Nitrous oxide,Total  emissions excluding LULUCF,60865.335999999996
2220,Germany,1997,Nitrous oxide,Total  emissions excluding LULUCF,57964.736
2221,Germany,1998,Nitrous oxide,Total  emissions excluding LULUCF,45219.72
2222,Germany,1999,Nitrous oxide,Total  emissions excluding LULUCF,41707.079
2223,Germany,2000,Nitrous oxide,Total  emissions excluding LULUCF,41763.059
2224,Germany,2001,Nitrous oxide,Total  emissions excluding LULUCF,43207.457
2225,Germany,2002,Nitrous oxide,Total  emissions excluding LULUCF,42368.968
2226,Germany,2003,Nitrous oxide,Total  emissions excluding LULUCF,43033.125
2227,Germany,2004,Nitrous oxide,Total  emissions excluding LULUCF,45209.793
2228,Germany,2005,Nitrous oxide,Total  emissions excluding LULUCF,43278.882000000005
2229,Germany,2006,Nitrous oxide,Total  emissions excluding LULUCF,42827.005999999994
2230,Germany,2007,Nitrous oxide,Total  emissions excluding LULUCF,44707.957
2231,Germany,2008,Nitrous oxide,Total  emissions excluding LULUCF,45106.705
2232,Germany,2009,Nitrous oxide,Total  emissions excluding LULUCF,44221.498
2233,Germany,2010,Nitrous oxide,Total  emissions excluding LULUCF,36235.584
2234,Germany,2011,Nitrous oxide,Total  emissions excluding LULUCF,37539.206
2235,Germany,2012,Nitrous oxide,Total  emissions excluding LULUCF,36863.342000000004
2236,Germany,2013,Nitrous oxide,Total  emissions excluding LULUCF,37406.737
2237,Germany,2014,Nitrous oxide,Total  emissions excluding LULUCF,38050.342000000004
2238,Germany,2015,Nitrous oxide,Total  emissions excluding LULUCF,38667.068999999996
2239,Germany,2016,Nitrous oxide,Total  emissions excluding LULUCF,37834.299
2240,Germany,2017,Nitrous oxide,Total  emissions excluding LULUCF,37540.906
2241,Germany,2018,Nitrous oxide,Total  emissions excluding LULUCF,35518.286
2242,Germany,1990,Hydrofluorocarbons,Total  emissions excluding LULUCF,50.32
2243,Germany,1991,Hydrofluorocarbons,Total  emissions excluding LULUCF,45.922
2244,Germany,1992,Hydrofluorocarbons,Total  emissions excluding LULUCF,287.564
2245,Germany,1993,Hydrofluorocarbons,Total  emissions excluding LULUCF,2495.7670000000003
2246,Germany,1994,Hydrofluorocarbons,Total  emissions excluding LULUCF,2687.863
2247,Germany,1995,Hydrofluorocarbons,Total  emissions excluding LULUCF,2614.411
2248,Germany,1996,Hydrofluorocarbons,Total  emissions excluding LULUCF,3407.908
2249,Germany,1997,Hydrofluorocarbons,Total  emissions excluding LULUCF,4157.799
2250,Germany,1998,Hydrofluorocarbons,Total  emissions excluding LULUCF,4868.694
2251,Germany,1999,Hydrofluorocarbons,Total  emissions excluding LULUCF,5198.889
2252,Germany,2000,Hydrofluorocarbons,Total  emissions excluding LULUCF,6030.2080000000005
2253,Germany,2001,Hydrofluorocarbons,Total  emissions excluding LULUCF,7453.031999999999
2254,Germany,2002,Hydrofluorocarbons,Total  emissions excluding LULUCF,8090.590999999999
2255,Germany,2003,Hydrofluorocarbons,Total  emissions excluding LULUCF,8301.741
2256,Germany,2004,Hydrofluorocarbons,Total  emissions excluding LULUCF,8751.976999999999
2257,Germany,2005,Hydrofluorocarbons,Total  emissions excluding LULUCF,9007.624
2258,Germany,2006,Hydrofluorocarbons,Total  emissions excluding LULUCF,9377.484
2259,Germany,2007,Hydrofluorocarbons,Total  emissions excluding LULUCF,9803.711
2260,Germany,2008,Hydrofluorocarbons,Total  emissions excluding LULUCF,9753.213
2261,Germany,2009,Hydrofluorocarbons,Total  emissions excluding LULUCF,10007.028
2262,Germany,2010,Hydrofluorocarbons,Total  emissions excluding LULUCF,10343.933
2263,Germany,2011,Hydrofluorocarbons,Total  emissions excluding LULUCF,10760.511
2264,Germany,2012,Hydrofluorocarbons,Total  emissions excluding LULUCF,10943.412
2265,Germany,2013,Hydrofluorocarbons,Total  emissions excluding LULUCF,10944.628999999999
2266,Germany,2014,Hydrofluorocarbons,Total  emissions excluding LULUCF,11118.146999999999
2267,Germany,2015,Hydrofluorocarbons,Total  emissions excluding LULUCF,11321.153
2268,Germany,2016,Hydrofluorocarbons,Total  emissions excluding LULUCF,11297.458
2269,Germany,2017,Hydrofluorocarbons,Total  emissions excluding LULUCF,11121.452
2270,Germany,2018,Hydrofluorocarbons,Total  emissions excluding LULUCF,10487.116000000002
2271,Germany,1990,Perfluorocarbons,Total  emissions excluding LULUCF,3068.788
2272,Germany,1991,Perfluorocarbons,Total  emissions excluding LULUCF,2664.11
2273,Germany,1992,Perfluorocarbons,Total  emissions excluding LULUCF,2417.535
2274,Germany,1993,Perfluorocarbons,Total  emissions excluding LULUCF,2267.736
2275,Germany,1994,Perfluorocarbons,Total  emissions excluding LULUCF,1931.0520000000001
2276,Germany,1995,Perfluorocarbons,Total  emissions excluding LULUCF,2098.927
2277,Germany,1996,Perfluorocarbons,Total  emissions excluding LULUCF,2055.323
2278,Germany,1997,Perfluorocarbons,Total  emissions excluding LULUCF,1670.487
2279,Germany,1998,Perfluorocarbons,Total  emissions excluding LULUCF,1799.724
2280,Germany,1999,Perfluorocarbons,Total  emissions excluding LULUCF,1504.376
2281,Germany,2000,Perfluorocarbons,Total  emissions excluding LULUCF,975.002
2282,Germany,2001,Perfluorocarbons,Total  emissions excluding LULUCF,887.3489999999999
2283,Germany,2002,Perfluorocarbons,Total  emissions excluding LULUCF,963.5039999999999
2284,Germany,2003,Perfluorocarbons,Total  emissions excluding LULUCF,1032.4560000000001
2285,Germany,2004,Perfluorocarbons,Total  emissions excluding LULUCF,993.3960000000001
2286,Germany,2005,Perfluorocarbons,Total  emissions excluding LULUCF,851.835
2287,Germany,2006,Perfluorocarbons,Total  emissions excluding LULUCF,682.6039999999999
2288,Germany,2007,Perfluorocarbons,Total  emissions excluding LULUCF,600.543
2289,Germany,2008,Perfluorocarbons,Total  emissions excluding LULUCF,578.276
2290,Germany,2009,Perfluorocarbons,Total  emissions excluding LULUCF,417.244
2291,Germany,2010,Perfluorocarbons,Total  emissions excluding LULUCF,355.791
2292,Germany,2011,Perfluorocarbons,Total  emissions excluding LULUCF,285.02299999999997
2293,Germany,2012,Perfluorocarbons,Total  emissions excluding LULUCF,247.775
2294,Germany,2013,Perfluorocarbons,Total  emissions excluding LULUCF,261.594
2295,Germany,2014,Perfluorocarbons,Total  emissions excluding LULUCF,238.055
2296,Germany,2015,Perfluorocarbons,Total  emissions excluding LULUCF,246.97299999999998
2297,Germany,2016,Perfluorocarbons,Total  emissions excluding LULUCF,252.127
2298,Germany,2017,Perfluorocarbons,Total  emissions excluding LULUCF,257.157
2299,Germany,2018,Perfluorocarbons,Total  emissions excluding LULUCF,289.757
2300,Germany,1990,Sulphur hexafluoride,Total  emissions excluding LULUCF,4427.998
2301,Germany,1991,Sulphur hexafluoride,Total  emissions excluding LULUCF,4745.879
2302,Germany,1992,Sulphur hexafluoride,Total  emissions excluding LULUCF,5237.807
2303,Germany,1993,Sulphur hexafluoride,Total  emissions excluding LULUCF,5973.590999999999
2304,Germany,1994,Sulphur hexafluoride,Total  emissions excluding LULUCF,6249.228
2305,Germany,1995,Sulphur hexafluoride,Total  emissions excluding LULUCF,6467.15
2306,Germany,1996,Sulphur hexafluoride,Total  emissions excluding LULUCF,6162.493
2307,Germany,1997,Sulphur hexafluoride,Total  emissions excluding LULUCF,6108.844
2308,Germany,1998,Sulphur hexafluoride,Total  emissions excluding LULUCF,5888.915
2309,Germany,1999,Sulphur hexafluoride,Total  emissions excluding LULUCF,4289.752
2310,Germany,2000,Sulphur hexafluoride,Total  emissions excluding LULUCF,4072.498
2311,Germany,2001,Sulphur hexafluoride,Total  emissions excluding LULUCF,3751.7790000000005
2312,Germany,2002,Sulphur hexafluoride,Total  emissions excluding LULUCF,3082.252
2313,Germany,2003,Sulphur hexafluoride,Total  emissions excluding LULUCF,3013.41
2314,Germany,2004,Sulphur hexafluoride,Total  emissions excluding LULUCF,3241.0429999999997
2315,Germany,2005,Sulphur hexafluoride,Total  emissions excluding LULUCF,3252.0370000000003
2316,Germany,2006,Sulphur hexafluoride,Total  emissions excluding LULUCF,3200.643
2317,Germany,2007,Sulphur hexafluoride,Total  emissions excluding LULUCF,3089.6209999999996
2318,Germany,2008,Sulphur hexafluoride,Total  emissions excluding LULUCF,2942.667
2319,Germany,2009,Sulphur hexafluoride,Total  emissions excluding LULUCF,2942.522
2320,Germany,2010,Sulphur hexafluoride,Total  emissions excluding LULUCF,3002.4790000000003
2321,Germany,2011,Sulphur hexafluoride,Total  emissions excluding LULUCF,3035.3309999999997
2322,Germany,2012,Sulphur hexafluoride,Total  emissions excluding LULUCF,3082.5879999999997
2323,Germany,2013,Sulphur hexafluoride,Total  emissions excluding LULUCF,3122.3459999999995
2324,Germany,2014,Sulphur hexafluoride,Total  emissions excluding LULUCF,3066.1479999999997
2325,Germany,2015,Sulphur hexafluoride,Total  emissions excluding LULUCF,3246.743
2326,Germany,2016,Sulphur hexafluoride,Total  emissions excluding LULUCF,3457.2059999999997
2327,Germany,2017,Sulphur hexafluoride,Total  emissions excluding LULUCF,3759.573
2328,Germany,2018,Sulphur hexafluoride,Total  emissions excluding LULUCF,3870.66
3720,Japan,1990,Carbon dioxide,Total  emissions excluding LULUCF,1158391.311
3721,Japan,1991,Carbon dioxide,Total  emissions excluding LULUCF,1170065.729
3722,Japan,1992,Carbon dioxide,Total  emissions excluding LULUCF,1179740.098
3723,Japan,1993,Carbon dioxide,Total  emissions excluding LULUCF,1172647.3090000001
3724,Japan,1994,Carbon dioxide,Total  emissions excluding LULUCF,1227566.84
3725,Japan,1995,Carbon dioxide,Total  emissions excluding LULUCF,1239928.158
3726,Japan,1996,Carbon dioxide,Total  emissions excluding LULUCF,1251867.5690000001
3727,Japan,1997,Carbon dioxide,Total  emissions excluding LULUCF,1245112.034
3728,Japan,1998,Carbon dioxide,Total  emissions excluding LULUCF,1205416.3190000001
3729,Japan,1999,Carbon dioxide,Total  emissions excluding LULUCF,1242015.307
3730,Japan,2000,Carbon dioxide,Total  emissions excluding LULUCF,1264844.261
3731,Japan,2001,Carbon dioxide,Total  emissions excluding LULUCF,1250211.0459999999
3732,Japan,2002,Carbon dioxide,Total  emissions excluding LULUCF,1279452.965
3733,Japan,2003,Carbon dioxide,Total  emissions excluding LULUCF,1287642.182
3734,Japan,2004,Carbon dioxide,Total  emissions excluding LULUCF,1282872.0829999999
3735,Japan,2005,Carbon dioxide,Total  emissions excluding LULUCF,1290056.277
3736,Japan,2006,Carbon dioxide,Total  emissions excluding LULUCF,1266828.606
3737,Japan,2007,Carbon dioxide,Total  emissions excluding LULUCF,1302524.285
3738,Japan,2008,Carbon dioxide,Total  emissions excluding LULUCF,1231909.525
3739,Japan,2009,Carbon dioxide,Total  emissions excluding LULUCF,1162647.866
3740,Japan,2010,Carbon dioxide,Total  emissions excluding LULUCF,1214068.5559999999
3741,Japan,2011,Carbon dioxide,Total  emissions excluding LULUCF,1264155.127
3742,Japan,2012,Carbon dioxide,Total  emissions excluding LULUCF,1305432.85
3743,Japan,2013,Carbon dioxide,Total  emissions excluding LULUCF,1314702.999
3744,Japan,2014,Carbon dioxide,Total  emissions excluding LULUCF,1263049.942
3745,Japan,2015,Carbon dioxide,Total  emissions excluding LULUCF,1222781.315
3746,Japan,2016,Carbon dioxide,Total  emissions excluding LULUCF,1203167.018
3747,Japan,2017,Carbon dioxide,Total  emissions excluding LULUCF,1187661.4540000001
3748,Japan,2018,Carbon dioxide,Total  emissions excluding LULUCF,1135688.0
3749,Japan,1990,Methane,Total  emissions excluding LULUCF,44418.487
3750,Japan,1991,Methane,Total  emissions excluding LULUCF,43259.723
3751,Japan,1992,Methane,Total  emissions excluding LULUCF,44118.705
3752,Japan,1993,Methane,Total  emissions excluding LULUCF,40025.521
3753,Japan,1994,Methane,Total  emissions excluding LULUCF,43411.572
3754,Japan,1995,Methane,Total  emissions excluding LULUCF,41926.42
3755,Japan,1996,Methane,Total  emissions excluding LULUCF,40721.693999999996
3756,Japan,1997,Methane,Total  emissions excluding LULUCF,39970.455
3757,Japan,1998,Methane,Total  emissions excluding LULUCF,38107.778
3758,Japan,1999,Methane,Total  emissions excluding LULUCF,37989.87
3759,Japan,2000,Methane,Total  emissions excluding LULUCF,37981.977999999996
3760,Japan,2001,Methane,Total  emissions excluding LULUCF,37132.109
3761,Japan,2002,Methane,Total  emissions excluding LULUCF,36436.126000000004
3762,Japan,2003,Methane,Total  emissions excluding LULUCF,34991.468
3763,Japan,2004,Methane,Total  emissions excluding LULUCF,36025.05
3764,Japan,2005,Methane,Total  emissions excluding LULUCF,35845.439
3765,Japan,2006,Methane,Total  emissions excluding LULUCF,35263.723
3766,Japan,2007,Methane,Total  emissions excluding LULUCF,35539.525
3767,Japan,2008,Methane,Total  emissions excluding LULUCF,35239.646
3768,Japan,2009,Methane,Total  emissions excluding LULUCF,34276.54
3769,Japan,2010,Methane,Total  emissions excluding LULUCF,34783.599
3770,Japan,2011,Methane,Total  emissions excluding LULUCF,33776.169
3771,Japan,2012,Methane,Total  emissions excluding LULUCF,32903.964
3772,Japan,2013,Methane,Total  emissions excluding LULUCF,32533.424
3773,Japan,2014,Methane,Total  emissions excluding LULUCF,31886.892999999996
3774,Japan,2015,Methane,Total  emissions excluding LULUCF,31064.694
3775,Japan,2016,Methane,Total  emissions excluding LULUCF,30736.222
3776,Japan,2017,Methane,Total  emissions excluding LULUCF,30237.192000000003
3777,Japan,2018,Methane,Total  emissions excluding LULUCF,29854.897
3778,Japan,1990,Nitrous oxide,Total  emissions excluding LULUCF,31875.879
3779,Japan,1991,Nitrous oxide,Total  emissions excluding LULUCF,31580.537
3780,Japan,1992,Nitrous oxide,Total  emissions excluding LULUCF,31752.764
3781,Japan,1993,Nitrous oxide,Total  emissions excluding LULUCF,31615.368
3782,Japan,1994,Nitrous oxide,Total  emissions excluding LULUCF,32871.018
3783,Japan,1995,Nitrous oxide,Total  emissions excluding LULUCF,33178.794
3784,Japan,1996,Nitrous oxide,Total  emissions excluding LULUCF,34309.232
3785,Japan,1997,Nitrous oxide,Total  emissions excluding LULUCF,35116.489
3786,Japan,1998,Nitrous oxide,Total  emissions excluding LULUCF,33533.047999999995
3787,Japan,1999,Nitrous oxide,Total  emissions excluding LULUCF,27386.599
3788,Japan,2000,Nitrous oxide,Total  emissions excluding LULUCF,29905.553
3789,Japan,2001,Nitrous oxide,Total  emissions excluding LULUCF,26288.301
3790,Japan,2002,Nitrous oxide,Total  emissions excluding LULUCF,25735.577999999998
3791,Japan,2003,Nitrous oxide,Total  emissions excluding LULUCF,25577.403
3792,Japan,2004,Nitrous oxide,Total  emissions excluding LULUCF,25407.784
3793,Japan,2005,Nitrous oxide,Total  emissions excluding LULUCF,24962.612999999998
3794,Japan,2006,Nitrous oxide,Total  emissions excluding LULUCF,24837.317000000003
3795,Japan,2007,Nitrous oxide,Total  emissions excluding LULUCF,24202.342999999997
3796,Japan,2008,Nitrous oxide,Total  emissions excluding LULUCF,23386.657000000003
3797,Japan,2009,Nitrous oxide,Total  emissions excluding LULUCF,22743.002
3798,Japan,2010,Nitrous oxide,Total  emissions excluding LULUCF,22195.351000000002
3799,Japan,2011,Nitrous oxide,Total  emissions excluding LULUCF,21789.835
3800,Japan,2012,Nitrous oxide,Total  emissions excluding LULUCF,21470.793999999998
3801,Japan,2013,Nitrous oxide,Total  emissions excluding LULUCF,21496.232000000004
3802,Japan,2014,Nitrous oxide,Total  emissions excluding LULUCF,21101.086
3803,Japan,2015,Nitrous oxide,Total  emissions excluding LULUCF,20737.144
3804,Japan,2016,Nitrous oxide,Total  emissions excluding LULUCF,20195.8
3805,Japan,2017,Nitrous oxide,Total  emissions excluding LULUCF,20417.798
3806,Japan,2018,Nitrous oxide,Total  emissions excluding LULUCF,19999.977
3807,Japan,1990,Hydrofluorocarbons,Total  emissions excluding LULUCF,15932.31
3808,Japan,1991,Hydrofluorocarbons,Total  emissions excluding LULUCF,17349.613
3809,Japan,1992,Hydrofluorocarbons,Total  emissions excluding LULUCF,17767.224
3810,Japan,1993,Hydrofluorocarbons,Total  emissions excluding LULUCF,18129.158
3811,Japan,1994,Hydrofluorocarbons,Total  emissions excluding LULUCF,21051.895
3812,Japan,1995,Hydrofluorocarbons,Total  emissions excluding LULUCF,25213.191000000003
3813,Japan,1996,Hydrofluorocarbons,Total  emissions excluding LULUCF,24598.107000000004
3814,Japan,1997,Hydrofluorocarbons,Total  emissions excluding LULUCF,24436.792
3815,Japan,1998,Hydrofluorocarbons,Total  emissions excluding LULUCF,23742.103
3816,Japan,1999,Hydrofluorocarbons,Total  emissions excluding LULUCF,24368.276
3817,Japan,2000,Hydrofluorocarbons,Total  emissions excluding LULUCF,22851.998
3818,Japan,2001,Hydrofluorocarbons,Total  emissions excluding LULUCF,19462.521
3819,Japan,2002,Hydrofluorocarbons,Total  emissions excluding LULUCF,16236.392
3820,Japan,2003,Hydrofluorocarbons,Total  emissions excluding LULUCF,16229.258999999998
3821,Japan,2004,Hydrofluorocarbons,Total  emissions excluding LULUCF,12422.563999999998
3822,Japan,2005,Hydrofluorocarbons,Total  emissions excluding LULUCF,12784.021999999999
3823,Japan,2006,Hydrofluorocarbons,Total  emissions excluding LULUCF,14630.089
3824,Japan,2007,Hydrofluorocarbons,Total  emissions excluding LULUCF,16712.625
3825,Japan,2008,Hydrofluorocarbons,Total  emissions excluding LULUCF,19293.113999999998
3826,Japan,2009,Hydrofluorocarbons,Total  emissions excluding LULUCF,20934.099
3827,Japan,2010,Hydrofluorocarbons,Total  emissions excluding LULUCF,23315.041
3828,Japan,2011,Hydrofluorocarbons,Total  emissions excluding LULUCF,26104.826
3829,Japan,2012,Hydrofluorocarbons,Total  emissions excluding LULUCF,29360.711
3830,Japan,2013,Hydrofluorocarbons,Total  emissions excluding LULUCF,32103.862999999998
3831,Japan,2014,Hydrofluorocarbons,Total  emissions excluding LULUCF,35783.474
3832,Japan,2015,Hydrofluorocarbons,Total  emissions excluding LULUCF,39262.797
3833,Japan,2016,Hydrofluorocarbons,Total  emissions excluding LULUCF,42574.74
3834,Japan,2017,Hydrofluorocarbons,Total  emissions excluding LULUCF,44891.097
3835,Japan,2018,Hydrofluorocarbons,Total  emissions excluding LULUCF,46987.668
3836,Japan,1990,Perfluorocarbons,Total  emissions excluding LULUCF,6539.299
3837,Japan,1991,Perfluorocarbons,Total  emissions excluding LULUCF,7506.922
3838,Japan,1992,Perfluorocarbons,Total  emissions excluding LULUCF,7617.293000000001
3839,Japan,1993,Perfluorocarbons,Total  emissions excluding LULUCF,10942.796999999999
3840,Japan,1994,Perfluorocarbons,Total  emissions excluding LULUCF,13443.462
3841,Japan,1995,Perfluorocarbons,Total  emissions excluding LULUCF,17609.918999999998
